name,country,subcountry,geonameid
Coatbridge,United Kingdom,2652696
Coatepec,Mexico,3530531
Coatepeque,Guatemala,3598122
Coatlinchán,Mexico,3518277
Coatzacoalcos,Mexico,3530517
Coatzintla,Mexico,3530513
Cobham,United Kingdom,2652689
Cobija,Bolivia,3919998
Cobourg,Canada,5924579
Coburg,Australia,2171168
Coburg,Germany,2939951
Cobán,Guatemala,3598119
Cochabamba,Bolivia,3919968
Cochin,India,1273874
Cochrane,Canada,5924618
Cockburn Town,Turks and Caicos Islands,3576994
Cockeysville,United States,4351887
Cocoa,United States,4151440
Coconut Creek,United States,4151455
Coconut Grove,United States,4151460
Codlea,Romania,681179
Codó,Brazil,3402000
Coelho Neto,Brazil,3401992
Coesfeld,Germany,2939945
Coeur d'Alene,United States,5589173
Coffs Harbour,Australia,2171085
Cofradía,Honduras,3613394
Cogan,Philippines,1718328
Cognac,France,3024440
Cohoes,United States,5113142
Coihaique,Chile,3894426
Coimbatore,India,1273865
Coimbra,Portugal,2740637
Coishco,Peru,3697990
Coity,United Kingdom,2652622
Cojutepeque,El Salvador,3586977
Colachel,India,1266322
Colatina,Brazil,3465944
Colchester,United States,5235024
Cole Harbour,Canada,7280414
Colegiales,Argentina,3435356
Colfontaine,Belgium,2800220
Colgong,India,1273856
Colima,Costa Rica,3624174
Colima,Mexico,4013516
Colinas,Brazil,3401963
Collado-Villalba,Spain,3124794
Colle di Val d'Elsa,Italy,3178402
Colleferro,Italy,3178398
College Park,United States,4351977
College Station,United States,4682464
Collegno,Italy,3178388
Colleyville,United States,4682478
Collierville,United States,4614748
Collingwood,Canada,5925975
Collinsville,United States,4236191
Collipulli,Chile,3894177
Colmar,France,3024297
Colmenar Viejo,Spain,3124765
Cologno Monzese,Italy,3178283
Colomadu,Indonesia,1645978
Colomba,Guatemala,3598073
Colombes,France,3024266
Colombia,Cuba,3563856
Colombo,Brazil,3465927
Colombo,Sri Lanka,1248991
Colomiers,France,3024223
Colonelganj,India,1273850
Colonia,United States,5096798
Colonia Lindavista,Mexico,7280711
Colonia Mariano Roque Alonso,Paraguay,3438995
Colonia Nativitas,Mexico,7280718
Colonia Santa Teresa,Mexico,8858090
Colonia del Sacramento,Uruguay,3443013
Colonia del Valle,Mexico,7280708
Colorado,Brazil,3465881
Colorado Springs,United States,5417598
Colton,United States,5338783
Columbia,United States,4352053
Columbia,United States,4381982
Columbia,United States,4575352
Columbia,United States,4614867
Columbia Heights,United States,5021828
Columbine,United States,5417657
Columbus,United States,4188985
Columbus,United States,4256038
Columbus,United States,4422442
Columbus,United States,4509177
Columbus,United States,5066001
Colón,Cuba,3563843
Colón,Panama,3712076
Comal,Indonesia,1645976
Comalapa,Guatemala,3598034
Comalcalco,Mexico,3530385
Comayagua,Honduras,3613321
Combs-la-Ville,France,3024107
Comilla,Bangladesh,1185186
Comiso,Italy,2524955
Comitancillo,Guatemala,3598025
Comitán,Mexico,3530367
Commack,United States,5113412
Commerce City,United States,5417737
Como,Italy,3178229
Comodoro Rivadavia,Argentina,3860443
Comonfort,Mexico,4013094
Compiègne,France,3024066
Compostela,Mexico,4013085
Compostela,Philippines,1717051
Compostela,Philippines,1717053
Compton,United States,5339066
Comrat,Moldova,618405
Comé,Benin,2394824
Comăneşti,Romania,681017
Conakry,Guinea,2422465
Concarneau,France,3024035
Conceição da Barra,Brazil,3465769
Conceição da Feira,Brazil,3465767
Conceição das Alagoas,Brazil,3465764
Conceição do Araguaia,Brazil,3401845
Conceição do Coité,Brazil,3465748
Conceição do Jacuípe,Brazil,3465758
Concepcion,Philippines,1716995
Concepcion Ibaba,Philippines,1717008
Concepción,Chile,3893894
Concepción,Paraguay,3438834
Concepción de La Vega,Dominican Republic,3509382
Concepción del Uruguay,Argentina,3435264
Conception Bay South,Canada,5926511
Conchal,Brazil,3465731
Concord,United States,4382072
Concord,United States,4461574
Concord,United States,4933743
Concord,United States,5084868
Concord,United States,5339111
Concordia,Argentina,3435261
Concórdia,Brazil,3465721
Condado,Brazil,3401830
Condado,Cuba,3563609
Conde,Brazil,3385077
Conde,Brazil,3465713
Conegliano,Italy,3178197
Coney Island,United States,5113481
Conflans-Sainte-Honorine,France,3023924
Congonhas,Brazil,3465671
Conil de la Frontera,Spain,2519289
Conroe,United States,4682991
Conselheiro Lafaiete,Brazil,3465644
Consolacion,Philippines,1716924
Consolación del Sur,Cuba,3563559
Constantine,Algeria,2501152
Constanza,Dominican Republic,3509363
Constanţa,Romania,680963
Constitución,Chile,3893726
Contagem,Brazil,3465624
Contai,India,1344069
Contramaestre,Cuba,3563504
Conversano,Italy,3178147
Converse,United States,4683021
Conway,United States,4106458
Conway,United States,4575461
Conyers,United States,4189213
Cookeville,United States,4615145
Coon Rapids,United States,5022025
Coondapoor,India,1273834
Cooper City,United States,4151824
Coos Bay,United States,5720495
Copenhagen,Denmark,2618425
Copertino,Italy,3178141
Copiague,United States,5113683
Copiapó,Chile,3893656
Coppell,United States,4683217
Copperas Cove,United States,4683244
Coquimbo,Chile,3893629
Coquitlam,Canada,5927689
Corabia,Romania,680897
Coral Gables,United States,4151871
Coral Springs,United States,4151909
Coral Terrace,United States,4151921
Coralville,United States,4852640
Coram,United States,5113694
Corato,Italy,3178131
Corbeil-Essonnes,France,3023763
Corcoran,United States,5339539
Cordeiro,Brazil,3465527
Cordeirópolis,Brazil,3465524
Cordenons,Italy,3178112
Cordova,Philippines,1716858
Corfu,Greece,2463679
Coria del Río,Spain,2519233
Corigliano Scalo,Italy,9003711
Corinth,United States,4683317
Corinto,Brazil,3465512
Corinto,Colombia,3685871
Corinto,Nicaragua,3620269
Cork,Ireland,2965140
Cormano,Italy,3178087
Cormeilles-en-Parisis,France,3023645
Cornaredo,Italy,3178074
Cornelius,United States,4461941
Cornellà de Llobregat,Spain,3124569
Corner Brook,Canada,5927969
Cornwall,Canada,5928065
Cornélio Procópio,Brazil,3465508
Coro,Venezuela,3645213
Coroatá,Brazil,3401703
Coromandel,Brazil,3465487
Corona,United States,5339631
Coronado,United States,5339663
Coronda,Argentina,3860217
Coronel,Chile,3893532
Coronel Fabriciano,Brazil,3465476
Coronel Oviedo,Paraguay,3438819
Coronel Suárez,Argentina,3860164
Coronel Vivida,Brazil,3465459
Corozal,Colombia,3685823
Corpus Christi,United States,4683416
Corralillo,Cuba,3563317
Correggio,Italy,3178019
Corrientes,Argentina,3435217
Corroios,Portugal,2269041
Corsicana,United States,4683462
Corsico,Italy,3178004
Cortazar,Mexico,4012721
Cortland,United States,5113790
Corumbá,Brazil,3465342
Coruripe,Brazil,3465329
Corvallis,United States,5720727
Corvera de Asturias,Spain,7115111
Cosamaloapan de Carpio,Mexico,3530177
Cosenza,Italy,2524907
Coslada,Spain,3124408
Cosmópolis,Brazil,3465320
Cosoleacaque,Mexico,3530167
Cosquín,Argentina,3859965
Costa Mesa,United States,5339840
Coswig,Germany,2939820
Cotabato,Philippines,1716771
Cotia,Brazil,3465284
Cotoca,Bolivia,3918937
Cotonou,Benin,2394819
Cottage Grove,United States,5022134
Cottage Lake,United States,5790971
Cottbus,Germany,2939811
Cottonwood Heights,United States,5773304
Cotuí,Dominican Republic,3509207
Coudekerque-Branche,France,3023356
Coulommiers,France,3023240
Council Bluffs,United States,4852832
Country Club,United States,4152093
Country Club Hills,United States,4888892
Country Walk,United States,4152064
Courbevoie,France,3023141
Courcelles,Belgium,2800063
Cournon-d’Auvergne,France,3022988
Courtenay,Canada,5930890
Couëron,France,3023324
Cova Figueira,Cape Verde,3374707
Coventry,United States,5221637
Covilhã,Portugal,2740313
Covina,United States,5340175
Covington,United States,4288809
Covington,United States,5791159
Cové,Benin,2394814
Coxim,Brazil,3465228
Cox’s Bāzār,Bangladesh,1336134
Coyah,Guinea,2422457
Coyoacán,Mexico,3530139
Coyotepec,Mexico,3530123
Coín,Spain,2519367
Cradock,South Africa,1012600
Craigavon,United Kingdom,3345440
Craigieburn,Australia,2170089
Crailsheim,Germany,2939797
Craiova,Romania,680332
Cran-Gevrier,France,3022700
Cranberry Township,United States,8643098
Cranbourne,Australia,2170078
Cranbourne,Australia,2170079
Cranbrook,Canada,5931800
Cranendonck,Netherlands,2757890
Cranford,United States,5097017
Cranston,United States,5221659
Crateús,Brazil,3401548
Crato,Brazil,3401545
Cravinhos,Brazil,3465209
Crawfordsville,United States,4919381
Creil,France,3022610
Crema,Italy,3177841
Cremona,Italy,3177838
Crespo,Argentina,3859904
Crest Hill,United States,4889107
Crestview,United States,4152311
Creve Coeur,United States,4382837
Crevillente,Spain,2519110
Criciúma,Brazil,3465196
Crimmitschau,Germany,2939747
Cristalina,Brazil,3465164
Crofton,United States,4352539
Croix,France,3022376
Croix des Bouquets,Haiti,3727135
Cronulla,Australia,2169956
Crosby,United Kingdom,3209584
Crotone,Italy,2524881
Crown Point,United States,4919451
Crucecita,Mexico,8858124
Cruces,Cuba,3563145
Cruz Alta,Brazil,3465108
Cruz das Almas,Brazil,3465105
Cruz del Eje,Argentina,3859828
Cruzeiro,Brazil,3465090
Cruzeiro do Oeste,Brazil,3465083
Cruzeiro do Sul,Brazil,3664464
Crystal,United States,5023571
Crystal Lake,United States,4889229
Crépy-en-Valois,France,3022569
Créteil,France,3022530
Csongrád,Hungary,721592
Cuajimalpa,Mexico,3530049
Cuamba,Mozambique,1047660
Cuauhtémoc,Mexico,3827409
Cuauhtémoc,Mexico,4012406
Cuautepec de Hinojosa,Mexico,3529989
Cuautitlán,Mexico,3529986
Cuautitlán Izcalli,Mexico,3515807
Cuautla Morelos,Mexico,3529982
Cuautlancingo,Mexico,3529981
Cubatão,Brazil,3465059
Cudahy,United States,5249871
Cudahy,United States,5341051
Cuddalore,India,1273802
Cuddapah,India,1273800
Cuenca,Ecuador,3658666
Cuenca,Spain,3124132
Cuenca,Philippines,1716618
Cuernavaca,Mexico,3529947
Cueto,Cuba,3562895
Cugir,Romania,679995
Cugnaux,France,3022151
Cuiabá,Brazil,3465038
Cuijk,Netherlands,2757874
Cuilapa,Guatemala,3597804
Cuito,Angola,3348078
Cukai,Malaysia,1732945
Culemborg,Netherlands,2757872
Culiacán,Mexico,4012176
Cullera,Spain,2518949
Culleredo,Spain,3124041
Cullinan,South Africa,1012413
Culver City,United States,5341114
Cumanayagua,Cuba,3562827
Cumaná,Venezuela,3644768
Cumberland,United States,4352681
Cumberland,United States,5221703
Cumbum,India,1268246
Cumbum,India,1273795
Cuncolim,India,1273793
Cunduacán,Mexico,3529886
Cuneo,Italy,3177700
Cupertino,United States,5341145
Cupira,Brazil,3401340
Curanilahue,Chile,3892892
Curchorem,India,1273788
Curepipe,Mauritius,934570
Curicó,Chile,3892870
Curitiba,Brazil,3464975
Curitibanos,Brazil,3464974
Currais Novos,Brazil,3401283
Curridabat,Costa Rica,3623977
Curtea de Argeş,Romania,679907
Curug,Indonesia,1645895
Curumaní,Colombia,3685335
Curup,Indonesia,1645875
Cururupu,Brazil,3401148
Curuzú Cuatiá,Argentina,3435103
Curvelo,Brazil,3464891
Cusano Milanino,Italy,3177664
Cuscatancingo,El Salvador,3586833
Cusco,Peru,3941584
Custoias,Portugal,2740174
Custódia,Brazil,3401138
Cutler,United States,4152564
Cutler Bay,United States,6332309
Cutler Ridge,United States,4152574
Cutral-Có,Argentina,3859552
Cuttack,India,1273780
Cuxhaven,Germany,2939658
Cuyahoga Falls,United States,5151613
Cyangugu,Rwanda,202326
Cypress,United States,4684724
Cypress,United States,5341256
Czechowice-Dziedzice,Poland,3101076
Czeladź,Poland,3101057
Czerwionka-Leszczyny,Poland,3100974
Częstochowa,Poland,3100946
Cà Mau,Vietnam,1586443
Cáceres,Spain,2520611
Cárdenas,Cuba,3565432
Cárdenas,Mexico,3531576
Cártama,Spain,2520055
Cát Bà,Vietnam,1586052
Câmara de Lobos,Portugal,2270380
Câmpia Turzii,Romania,681865
Câmpina,Romania,681862
Câmpulung Moldovenesc,Romania,681845
Cândido Mota,Brazil,3467542
Cícero Dantas,Brazil,3466171
Córdoba,Argentina,3860259
Córdoba,Spain,2519240
Córdoba,Mexico,3530240
Côte-Saint-Luc,Canada,5928488
Cúa,Venezuela,3644918
Cúcuta,Colombia,3685533
Căuşeni,Moldova,618120
Cēsis,Latvia,460570
Cần Giuộc,Vietnam,1586296
Cần Giờ,Vietnam,1586288
Cần Thơ,Vietnam,1586203
Cẩm Phả Mines,Vietnam,1586357
Củ Chi,Vietnam,1584661
Da Nang,Vietnam,1583992
Dabas,Hungary,3053836
Dabhoi,India,1273766
Daboh,India,1273756
Dabou,Ivory Coast,2290582
Dabra,India,1273751
Dabwāli,India,1273745
Dachau,Germany,2939623
Dachnoye,Russia,567311
Dadeldhurā,Nepal,1283499
Dadu,Pakistan,1180809
Dadukou,China,1798998
Daegu,South Korea,1835329
Daejeon,South Korea,1835235
Daet,Philippines,1716287
Dagestanskiye Ogni,Russia,567290
Dagomys,Russia,823674
Dahegām,India,1273704
Dahlem,Germany,2939440
Daigo,Japan,2112989
Dailekh,Nepal,1283496
Daimiel,Spain,2518924
Dainava (Kaunas),Lithuania,6618486
Daitōchō,Japan,1864416
Dajabón,Dominican Republic,3508952
Dakar,Senegal,2253354
Dakhla,Western Sahara,2463447
Dakhla,Morocco,8542188
Dakoro,Niger,2446267
Dal'negorsk,Russia,2051471
Dalai,China,2037930
Dalaman,Turkey,447273
Dalandzadgad,Mongolia,2032007
Dalfsen,Netherlands,2757850
Dali,China,1814093
Dalian,China,1814087
Daliang,China,1814082
Dalianwan,China,1921372
Dalkola,India,1273642
Dallas,United States,4684888
Dalmine,Italy,3177650
Daloa,Ivory Coast,2290486
Dalsingh Sarai,India,1273628
Dalton,United States,4190581
Daltonganj,India,1273626
Daly City,United States,5341430
Dal’nerechensk,Russia,2025159
Dam Dam,India,1272243
Daman,India,1273618
Damanhūr,Egypt,358448
Damara,Central African Republic,2387435
Damascus,Syria,170654
Damascus,United States,4352728
Damaturu,Nigeria,2345521
Damboa,Nigeria,2345498
Dambulla,Sri Lanka,1248749
Damietta,Egypt,358048
Dammam,Saudi Arabia,110336
Dammarie-les-Lys,France,3021852
Damme,Germany,2939167
Damnoen Saduak,Thailand,1153513
Damoh,India,1273587
Dampit,Indonesia,1645749
Damāvand,Iran,138042
Dan Khun Thot,Thailand,1610963
Dana Point,United States,5341483
Danané,Ivory Coast,2290462
Danao,Philippines,1715804
Danao,Philippines,1715812
Dandeli,India,1273574
Dandenong,Australia,2169460
Dandenong North,Australia,9972522
Dandong,China,2037886
Danghara,Tajikistan,1221965
Dania Beach,United States,4152772
Danilov,Russia,567183
Danjiangkou,China,1813828
Dankov,Russia,567109
Danlí,Honduras,3612907
Danshui,China,1813812
Danvers,United States,4934500
Danville,United States,4289445
Danville,United States,4889426
Danville,United States,5341531
Daokou,China,1813775
Daoukro,Ivory Coast,2290412
Dapaong,Togo,2367164
Daphne,United States,4058219
Dapitan,Philippines,1715542
Daqing,China,2037860
Dar Chabanne,Tunisia,2471637
Dar Chioukh,Algeria,2500904
Dar el Beïda,Algeria,2500889
Dar es Salaam,Tanzania,160263
Dara,Senegal,2253277
Darazo,Nigeria,2345152
Darbhanga,India,1273491
Dareda,Tanzania,160266
Darende,Turkey,317588
Dargeçit,Turkey,317587
Darhan,Mongolia,2031964
Darien,United States,4889447
Darmstadt,Germany,2938913
Darnah,Libya,87205
Darreh Shahr,Iran,137436
Dartmouth,Canada,5935277
Daru,Papua New Guinea,2098329
Darwin,Australia,2073124
Darya Khān,Pakistan,1180454
Daryāpur,India,1273434
Dar‘ā,Syria,170905
Dasha,China,1807301
Dashiqiao,China,2037823
Dashitou,China,2037820
Dashtobod,Uzbekistan,1512480
Daska,Pakistan,1180436
Dasmariñas,Philippines,1715430
Dasnapur,India,7302812
Dassa-Zoumé,Benin,2394711
Dasūya,India,1273410
Date,Japan,2130421
Datia,India,1273403
Datong,China,1813451
Datong,China,2037799
Datteln,Germany,2938784
Dattāpur,India,1273397
Daudnagar,India,1273390
Daugavpils,Latvia,460413
Daund,India,1273374
Daur,Pakistan,1180374
Daura,Nigeria,2345094
Daura,Nigeria,2345096
Dausa,India,1273369
Davao,Philippines,1715348
Davenport,United States,4853423
David,Panama,3711668
Davie,United States,4152820
Davis,United States,5341704
Davlekanovo,Russia,567006
Davydkovo,Russia,566976
Dawei,Myanmar,1293625
Dawukou,China,1813344
Dax,France,3021670
Daxi,Taiwan,1668467
Daxing,China,1807544
Daye,China,1813206
Dayr Mawās,Egypt,358274
Dayr al Balaḩ,Palestinian Territory,281141
Dayr Ḩāfir,Syria,170785
Dayrūţ,Egypt,358269
Dayton,United States,4509884
Daytona Beach,United States,4152872
Dazaifu,Japan,7422816
Dazhong,China,1813088
Dazhou,China,1813325
Daşoguz,Turkmenistan,601734
De Aar,South Africa,1011632
De Bilt,Netherlands,2757783
De Pere,United States,5250201
DeBary,United States,4152926
DeKalb,United States,4889553
DeLand,United States,4152890
DeSoto,United States,4685524
Dearborn,United States,4990510
Dearborn Heights,United States,4990512
Deba,Nigeria,2345029
Debal’tseve,Ukraine,710229
Debar,Macedonia,791606
Debark’,Ethiopia,339823
Debila,Algeria,2500737
Debre Birhan,Ethiopia,339734
Debre Mark’os,Ethiopia,339708
Debre Tabor,Ethiopia,339686
Debrecen,Hungary,721472
Decatur,United States,4058553
Decatur,United States,4191124
Decatur,United States,4236895
Deception Bay,Australia,2169220
Dededo Village,Guam,4043909
Dedham,United States,4934664
Dedovsk,Russia,566854
Dedza,Malawi,930025
Dee Why,Australia,2208305
Deer Park,Australia,2169145
Deer Park,United States,4685737
Deer Park,United States,5114731
Deerfield,United States,4889668
Deerfield Beach,United States,4153071
Deeside,United Kingdom,8299616
Defiance,United States,5151861
Degema Hulk,Nigeria,2591159
Deggendorf,Germany,2938540
Degtyarsk,Russia,1507488
Dehdasht,Iran,136987
Dehiwala-Mount Lavinia,Sri Lanka,1234569
Dehlorān,Iran,136702
Dehra Dūn,India,1273313
Dehri,India,1273309
Dehui,China,2037712
Deinze,Belgium,2799746
Deir ez-Zor,Syria,170794
Dej,Romania,679550
Del City,United States,4534934
Del Pilar,Philippines,1715169
Del Rio,United States,5520076
Delanggu,Indonesia,1645565
Delano,United States,5342485
Delaware,United States,5151891
Delbrück,Germany,2938389
Delcevo,Macedonia,791559
Delfshaven,Netherlands,2757347
Delft,Netherlands,2757345
Delfzijl,Netherlands,2757340
Delgado,El Salvador,3586814
Delhi,India,1273294
Deli Tua,Indonesia,1215199
Delicias,Spain,6615440
Delitzsch,Germany,2938376
Dellys,Algeria,2500583
Delmas,South Africa,1011031
Delmas 73,Haiti,3726786
Delmenhorst,Germany,2938323
Delmiro Gouveia,Brazil,3401109
Delray Beach,United States,4153132
Delta,Canada,5937615
Delta del Tigre,Uruguay,3442778
Deltona,United States,4153146
Delījān,Iran,136399
Demak,Indonesia,1645559
Demba,Democratic Republic of the Congo,217389
Dembī Dolo,Ethiopia,339448
Demerval Lobão,Brazil,3401106
Demirci,Turkey,317241
Den Chai,Thailand,1610943
Den Helder,Netherlands,2757220
Denain,France,3021605
Denderleeuw,Belgium,2799647
Dendermonde,Belgium,2799645
Dengzhou,China,1812988
Denia,Spain,2518878
Denison,United States,4685892
Denizciler,Turkey,438400
Denizli,Turkey,317109
Denkanikota,India,1273272
Denov,Uzbekistan,1217474
Denpasar,Indonesia,1645528
Denton,United States,4685907
Denver,United States,5419384
Deoband,India,1273265
Deogarh,India,1273246
Deoli,India,1273083
Deoli,India,1273228
Deolāli,India,1273232
Deoraniān,India,1273206
Deori Khās,India,1273191
Deoria,India,1273193
Depew,United States,5114900
Depok,Indonesia,1645518
Depok,Indonesia,1645524
Depālpur,India,1273181
Deqing,China,1812981
Dera Bugti,Pakistan,1180295
Dera Ghazi Khan,Pakistan,1180289
Dera Ismāīl Khān,Pakistan,1180281
Derbent,Russia,566532
Derby,United States,4270356
Derhachi,Ukraine,710098
Derry,United Kingdom,2643736
Derry,United States,5085374
Derry Village,United States,5085382
Des Moines,United States,4853828
Des Moines,United States,5792244
Des Plaines,United States,4889772
Descalvado,Brazil,3464809
Desenzano del Garda,Italy,3177610
Desert Hot Springs,United States,5342710
Deshnoke,India,1273153
Desio,Italy,3177608
Desnogorsk,Russia,566384
Dessau,Germany,2937959
Destelbergen,Belgium,2799496
Desē,Ethiopia,339219
Det Udom,Thailand,1610940
Detmold,Germany,2937936
Detroit,United States,4990729
Detva,Slovakia,3060589
Deuil-la-Barre,France,3021516
Deutz,Germany,2937790
Deux-Montagnes,Canada,5938513
Deva,Romania,679452
Devakottai,India,1273128
Devanhalli,India,1273123
Devarkonda,India,1273109
Develi,Turkey,316795
Deventer,Netherlands,2756987
Devgadh Bāriya,India,1273104
Devgarh,India,1273098
Devonport,Australia,2168943
Devrek,Turkey,748167
Dewas,India,1273066
Deyang,China,1812961
Dezhou,China,1812955
Deán Funes,Argentina,3859512
Deçan,Kosovo,791580
Deūlgaon Rāja,India,1273136
Dhafní,Greece,263312
Dhahran,Saudi Arabia,107797
Dhaka,Bangladesh,1185241
Dhamtari,India,1272997
Dhamār,Yemen,76184
Dhanaula,India,1272985
Dhanaura,India,1272983
Dhanbād,India,1272979
Dhandhuka,India,1272970
Dhanera,India,1272962
Dhangarhi,Nepal,1283467
Dhankutā,Nepal,1283465
Dhanot,Pakistan,1180133
Dharampur,India,1272881
Dharangaon,India,1272874
Dharapuram,India,1272873
Dharmadam,India,1272856
Dharmanagar,India,1272852
Dharmapuri,India,1272847
Dharmavaram,India,1272842
Dharmsāla,India,1272832
Dharmābād,India,1272857
Dharān Bāzār,Nepal,1283460
Dhaulpur,India,1272805
Dhaurahra,India,1272802
Dhekiajuli,India,1272790
Dhenkānāl,India,1272780
Dhing,India,1272768
Dholka,India,1272733
Dhone,India,1272722
Dhoro Naro,Pakistan,1179902
Dhorāji,India,1272720
Dhrol,India,1272699
Dhrāngadhra,India,1272701
Dhuburi,India,1272694
Dhulagari,India,1348780
Dhuliān,India,1272689
Dhupgāri,India,1272674
Dhāka,India,1273043
Dhāmnod,India,1273006
Dhāmpur,India,1273002
Dhār,India,1272892
Dhāri,India,1272861
Dhāriwāl,India,1272860
Dhāruhera,India,1272822
Dhārūr,India,1272819
Dhī as Sufāl,Yemen,76154
Dhūlia,India,1272691
Dhūri,India,1272670
Diadema,Brazil,3464739
Diadi,Philippines,1715094
Diamante,Argentina,3859384
Diamantina,Brazil,3464728
Diamantino,Brazil,3464724
Diamond Bar,United States,5342992
Diamond Harbour,India,1272657
Diapaga,Burkina Faso,2361373
Dibai,India,1272653
Dibba Al-Fujairah,United Arab Emirates,292231
Dibba Al-Hisn,United Arab Emirates,292239
Dibrugarh,India,1272648
Dicholi,India,1272646
Dickinson,United States,4686163
Dickinson,United States,5688789
Didim,Turkey,297090
Didouche Mourad,Algeria,2500401
Dieburg,Germany,2937591
Diego de Almagro,Chile,3892454
Diemen,Netherlands,2756888
Dien Bien Phu,Vietnam,1583477
Diepenbeek,Belgium,2799412
Diepholz,Germany,2937317
Dieppe,Canada,5939219
Dieppe,France,3021411
Diepsloot,South Africa,8764562
Diest,Belgium,2799397
Dietikon,Switzerland,2661015
Dietzenbach,Germany,2937040
Diez de Octubre,Cuba,6956648
Diffa,Niger,2445704
Digboi,India,1272629
Dighwāra,India,1272610
Digne-les-Bains,France,3021382
Digos,Philippines,1714956
Digras,India,1272596
Digri,Pakistan,1179837
Dihok,Iraq,96994
Dijkot,Pakistan,1179834
Dijon,France,3021372
Dikirnis,Egypt,358172
Diksmuide,Belgium,2799369
Dikwa,Nigeria,2344854
Dilbeek,Belgium,2799365
Dili,East Timor,1645457
Dillenburg,Germany,2936985
Dilling,Sudan,376450
Dillingen,Germany,2936977
Dillingen an der Donau,Germany,2936974
Dimbokro,Ivory Coast,2289983
Dimitrovgrad,Bulgaria,732263
Dimitrovgrad,Russia,566199
Dimona,Israel,295328
Dimāpur,India,1272552
Dinalupihan,Philippines,1714766
Dinapore,India,1273581
Dinar,Turkey,316634
Dindigul,India,1272543
Dindori,India,1272540
Dinga,Pakistan,1179790
Dingcheng,China,1807553
Dingolfing,Germany,2936909
Dingtao,China,1812754
Dingzhou,China,1812728
Dinskaya,Russia,566181
Dinslaken,Germany,2936871
Dinuba,United States,5343171
Dinājpur,Bangladesh,1203891
Dipayal,Nepal,6254845
Diphu,India,1272525
Dipolog,Philippines,1714674
Dire Dawa,Ethiopia,338832
Diriamba,Nicaragua,3620170
Dishnā,Egypt,358115
Disūq,Egypt,358108
Ditzingen,Germany,2936705
Diu,India,1272502
Divichibazar,Azerbaijan,586763
Divinópolis,Brazil,3464688
Divnogorsk,Russia,1507379
Divnoye,Russia,566155
Divo,Ivory Coast,2289887
Diwek,Indonesia,1645428
Dix Hills,United States,5115107
Dixiana,United States,8605041
Dixon,United States,4889959
Dixon,United States,5343303
Diyadin,Turkey,316542
Diyarb Najm,Egypt,358095
Diyarbakır,Turkey,316541
Dizangué,Cameroon,2232997
Djamaa,Algeria,2500282
Djelfa,Algeria,2500017
Djemmal,Tunisia,2470191
Djibo,Burkina Faso,2361177
Djibouti,Djibouti,223817
Djidiouia,Algeria,2492920
Djougou,Benin,2394560
Djounie,Lebanon,273140
Djénné,Mali,2458589
Dmitrov,Russia,565955
Dniprodzerzhyns’k,Ukraine,709932
Dnipropetrovsk,Ukraine,709930
Dniprorudne,Ukraine,709960
Doba,Chad,2433437
Doboj,Bosnia and Herzegovina,3201984
Dobrich,Bulgaria,726418
Dobropillya,Ukraine,709900
Dobrush,Belarus,629018
Dobryanka,Russia,565778
Dod Ballāpur,India,1272473
Doda,India,1272476
Dodge City,United States,5445298
Dodola,Ethiopia,338726
Dodoma,Tanzania,160196
Doetinchem,Netherlands,2756767
Dogbo,Benin,2394545
Dogonbadan,Iran,136014
Dogondoutchi,Niger,2445553
Doha,Qatar,290030
Dohad,India,1273687
Dohār,Bangladesh,1185100
Dois Córregos,Brazil,3464618
Dois Vizinhos,Brazil,3464579
Dok Kham Tai,Thailand,1153464
Doka,Sudan,376332
Dokuchayevs’k,Ukraine,709835
Dole,France,3021263
Dolgoprudnyy,Russia,565614
Dolisie,Republic of the Congo,2258261
Dollard-Des Ormeaux,Canada,5940956
Dolný Kubín,Slovakia,3060405
Dologon,Philippines,1714519
Dolores,Argentina,3435038
Dolores,Uruguay,3442750
Dolores Hidalgo Cuna de la Independencia Nacional,Mexico,4023117
Dolton,United States,4890009
Dolyna,Ukraine,709755
Dolyns'ka,Ukraine,709782
Dom Pedrito,Brazil,3464547
Dom Pedro,Brazil,3400969
Doma,Nigeria,2344600
Domalanoan,Philippines,1714482
Dombivli,India,1272423
Dombóvár,Hungary,3053590
Dome,Ghana,2301639
Domodedovo,Russia,565381
Domodossola,Italy,3177532
Domont,France,3021150
Dompu,Indonesia,1645343
Don Antonio,Mexico,8858113
Don Benito,Spain,2518820
Don Carlos,Philippines,1714441
Don Luan,Vietnam,1582436
Donaghmede,Ireland,6691033
Donaueschingen,Germany,2936267
Donauwörth,Germany,2936253
Doncaster,Australia,2168607
Doncaster East,Australia,2168605
Dondaicha,India,1272411
Dondo,Mozambique,1024696
Donetsk,Russia,565348
Donetsk,Ukraine,709717
Dongargarh,India,1272396
Dongcun,China,1812621
Dongdu,China,1812597
Dongen,Netherlands,2756723
Dongfeng,China,2037658
Donggongon,Malaysia,1733438
Dongguan,China,1812545
Donghai,China,1812521
Dongkan,China,1812427
Dongling,China,2037620
Dongning,China,2037611
Dongobesh,Tanzania,160172
Dongsheng,China,1812256
Dongtai,China,1812228
Dongxing,China,2037685
Dongyang,China,1791056
Donna,United States,4686593
Donostia / San Sebastián,Spain,3110044
Donskoy,Russia,565290
Donskoye,Russia,565289
Doral,United States,4153471
Dorcheh Pīāz,Iran,418896
